Name;Long;Lat;ModuleName;ModuleType
Indoor;2.0683770179749;47.851787567139;Exterieur;Outdoor
Timestamp;"Timezone : Europe/Paris";Temperature;Humidity
1588519800;"2020/05/03 17:30:00";17.6;99
1588530600;"2020/05/03 20:30:00";17.1;93
1588541400;"2020/05/03 23:30:00";14;94
1588552200;"2020/05/04 02:30:00";11.8;97
1588563000;"2020/05/04 05:30:00";11.4;98
1588573800;"2020/05/04 08:30:00";12.4;100
1588584600;"2020/05/04 11:30:00";16.4;98
1588595400;"2020/05/04 14:30:00";20.9;79
1588606200;"2020/05/04 17:30:00";21.3;71
1588617000;"2020/05/04 20:30:00";19;77
1588627800;"2020/05/04 23:30:00";16.1;80
1588638600;"2020/05/05 02:30:00";13.9;88
1588649400;"2020/05/05 05:30:00";12.2;98
1588660200;"2020/05/05 08:30:00";11.8;100
1588671000;"2020/05/05 11:30:00";13;100
1588681800;"2020/05/05 14:30:00";13.6;99
1588692600;"2020/05/05 17:30:00";14.3;97
1588703400;"2020/05/05 20:30:00";14.1;96
1588714200;"2020/05/05 23:30:00";13.2;97
1588725000;"2020/05/06 02:30:00";10.9;96
1588735800;"2020/05/06 05:30:00";9.2;96
1588746600;"2020/05/06 08:30:00";10.9;97
1588757400;"2020/05/06 11:30:00";16.3;87
1588768200;"2020/05/06 14:30:00";20;66
1588779000;"2020/05/06 17:30:00";20;59
1588789800;"2020/05/06 20:30:00";17.4;60
1588800600;"2020/05/06 23:30:00";13.1;75
1588811400;"2020/05/07 02:30:00";9.9;82
1588822200;"2020/05/07 05:30:00";8.7;84
1588833000;"2020/05/07 08:30:00";10.8;81
1588843800;"2020/05/07 11:30:00";18.1;59
1588854600;"2020/05/07 14:30:00";21.4;51
1588865400;"2020/05/07 17:30:00";22;49
1588876200;"2020/05/07 20:30:00";19.6;57
1588887000;"2020/05/07 23:30:00";15.4;70
1588897800;"2020/05/08 02:30:00";12;78
1588908600;"2020/05/08 05:30:00";9.9;83
1588919400;"2020/05/08 08:30:00";11.9;84
1588930200;"2020/05/08 11:30:00";18.3;69
1588941000;"2020/05/08 14:30:00";22.2;59
1588951800;"2020/05/08 17:30:00";21.9;63
1588962600;"2020/05/08 20:30:00";18.8;81
1588973400;"2020/05/08 23:30:00";16.6;93
1588984200;"2020/05/09 02:30:00";15.8;95
1588995000;"2020/05/09 05:30:00";15.5;96
1589005800;"2020/05/09 08:30:00";16.5;96
1589016600;"2020/05/09 11:30:00";20.5;84
1589027400;"2020/05/09 14:30:00";22.9;72
1589038200;"2020/05/09 17:30:00";23.1;70
1589049000;"2020/05/09 20:30:00";21.5;76
1589059800;"2020/05/09 23:30:00";18.2;87
1589070600;"2020/05/10 02:30:00";16.2;92
1589081400;"2020/05/10 05:30:00";15.6;94
1589092200;"2020/05/10 08:30:00";16.1;96
1589103000;"2020/05/10 11:30:00";16.8;98
1589113800;"2020/05/10 14:30:00";20;89
1589124600;"2020/05/10 17:30:00";22.3;77
1589135400;"2020/05/10 20:30:00";20;87
1589146200;"2020/05/10 23:30:00";16.7;96
1589157000;"2020/05/11 02:30:00";13.8;100
1589167800;"2020/05/11 05:30:00";9.8;100
1589178600;"2020/05/11 08:30:00";7;100
1589189400;"2020/05/11 11:30:00";6.3;100
1589200200;"2020/05/11 14:30:00";6.9;100
1589211000;"2020/05/11 17:30:00";9.8;98
1589221800;"2020/05/11 20:30:00";10.6;81
1589232600;"2020/05/11 23:30:00";8.6;83
1589243400;"2020/05/12 02:30:00";7.1;84
1589254200;"2020/05/12 05:30:00";5.6;85
1589265000;"2020/05/12 08:30:00";6.8;83
1589275800;"2020/05/12 11:30:00";10.1;76
1589286600;"2020/05/12 14:30:00";12.5;67
1589297400;"2020/05/12 17:30:00";12.2;67
1589308200;"2020/05/12 20:30:00";11.3;69
1589319000;"2020/05/12 23:30:00";8.6;82
1589329800;"2020/05/13 02:30:00";7.8;85
1589340600;"2020/05/13 05:30:00";7.4;85
1589351400;"2020/05/13 08:30:00";7.6;85
1589362200;"2020/05/13 11:30:00";10.5;78
1589373000;"2020/05/13 14:30:00";13.1;69
1589383800;"2020/05/13 17:30:00";13.6;66
1589394600;"2020/05/13 20:30:00";12.9;67
1589405400;"2020/05/13 23:30:00";10.7;73
1589416200;"2020/05/14 02:30:00";8.4;74
1589427000;"2020/05/14 05:30:00";6.7;79
1589437800;"2020/05/14 08:30:00";7.7;79
1589448600;"2020/05/14 11:30:00";11.9;72
1589459400;"2020/05/14 14:30:00";15.2;63
1589470200;"2020/05/14 17:30:00";14.8;59
1589481000;"2020/05/14 20:30:00";13.4;60
1589491800;"2020/05/14 23:30:00";10.9;65
1589502600;"2020/05/15 02:30:00";9.7;65
1589513400;"2020/05/15 05:30:00";7.5;72
1589524200;"2020/05/15 08:30:00";8.4;74
1589535000;"2020/05/15 11:30:00";13.3;65
1589545800;"2020/05/15 14:30:00";17.1;57
1589556600;"2020/05/15 17:30:00";17.3;54
1589567400;"2020/05/15 20:30:00";15.5;55
1589578200;"2020/05/15 23:30:00";12.2;65
1589589000;"2020/05/16 02:30:00";9.4;73
1589599800;"2020/05/16 05:30:00";7.3;80
1589610600;"2020/05/16 08:30:00";9.7;78
1589621400;"2020/05/16 11:30:00";15.2;66
1589632200;"2020/05/16 14:30:00";18.6;55
1589643000;"2020/05/16 17:30:00";18.7;52
1589653800;"2020/05/16 20:30:00";16.9;56
1589664600;"2020/05/16 23:30:00";12.9;72
1589675400;"2020/05/17 02:30:00";10.5;79
1589686200;"2020/05/17 05:30:00";8.4;85
1589697000;"2020/05/17 08:30:00";10.7;81
1589707800;"2020/05/17 11:30:00";15.7;63
1589718600;"2020/05/17 14:30:00";19;57
1589729400;"2020/05/17 17:30:00";18.8;56
1589740200;"2020/05/17 20:30:00";17.4;60
1589751000;"2020/05/17 23:30:00";13.1;76
1589761800;"2020/05/18 02:30:00";10.6;84
1589772600;"2020/05/18 05:30:00";10;87
1589783400;"2020/05/18 08:30:00";12.2;86
1589794200;"2020/05/18 11:30:00";17.7;72
1589805000;"2020/05/18 14:30:00";21.5;60
1589815800;"2020/05/18 17:30:00";21.7;53
1589826600;"2020/05/18 20:30:00";20.1;61
1589837400;"2020/05/18 23:30:00";16.5;72
1589848200;"2020/05/19 02:30:00";13.6;70
1589859000;"2020/05/19 05:30:00";10.2;81
1589869800;"2020/05/19 08:30:00";12.2;76
1589880600;"2020/05/19 11:30:00";17.9;56
1589891400;"2020/05/19 14:30:00";22.5;49
1589902200;"2020/05/19 17:30:00";22.8;48
1589913000;"2020/05/19 20:30:00";21;55
1589923800;"2020/05/19 23:30:00";17.6;72
1589934600;"2020/05/20 02:30:00";15.5;81
1589945400;"2020/05/20 05:30:00";13.6;85
1589956200;"2020/05/20 08:30:00";15.7;85
1589967000;"2020/05/20 11:30:00";22.1;70
1589977800;"2020/05/20 14:30:00";25.6;61
1589988600;"2020/05/20 17:30:00";25.8;58
1589999400;"2020/05/20 20:30:00";24.2;63
1590010200;"2020/05/20 23:30:00";19.7;76
1590021000;"2020/05/21 02:30:00";16.3;84
1590031800;"2020/05/21 05:30:00";14.5;87
1590042600;"2020/05/21 08:30:00";16.7;90
1590053400;"2020/05/21 11:30:00";23;74
1590064200;"2020/05/21 14:30:00";26.4;62
1590075000;"2020/05/21 17:30:00";27.2;54
1590085800;"2020/05/21 20:30:00";25.3;62
1590096600;"2020/05/21 23:30:00";20.6;78
1590107400;"2020/05/22 02:30:00";17.5;85
1590118200;"2020/05/22 05:30:00";16;88
1590129000;"2020/05/22 08:30:00";17.6;89
1590139800;"2020/05/22 11:30:00";21.8;73
1590150600;"2020/05/22 14:30:00";25.1;63
1590161400;"2020/05/22 17:30:00";25.5;66
1590172200;"2020/05/22 20:30:00";22.5;72
1590183000;"2020/05/22 23:30:00";20.4;76
1590193800;"2020/05/23 02:30:00";19;70
1590204600;"2020/05/23 05:30:00";16;85
1590215400;"2020/05/23 08:30:00";12.8;98
1590226200;"2020/05/23 11:30:00";13.4;100
1590237000;"2020/05/23 14:30:00";16.5;94
1590247800;"2020/05/23 17:30:00";17.9;73
1590258600;"2020/05/23 20:30:00";17;70
1590269400;"2020/05/23 23:30:00";14.2;82
1590280200;"2020/05/24 02:30:00";13.6;83
1590291000;"2020/05/24 05:30:00";12.1;82
1590301800;"2020/05/24 08:30:00";12.7;83
1590312600;"2020/05/24 11:30:00";15.9;74
1590323400;"2020/05/24 14:30:00";19.3;66
1590334200;"2020/05/24 17:30:00";19.6;65
1590345000;"2020/05/24 20:30:00";18.2;68
1590355800;"2020/05/24 23:30:00";14.8;81
1590366600;"2020/05/25 02:30:00";12.9;86
1590377400;"2020/05/25 05:30:00";11.9;89
1590388200;"2020/05/25 08:30:00";14;87
1590399000;"2020/05/25 11:30:00";19.2;73
1590409800;"2020/05/25 14:30:00";21.5;64
1590420600;"2020/05/25 17:30:00";21.8;60
1590431400;"2020/05/25 20:30:00";20.2;64
1590442200;"2020/05/25 23:30:00";16.7;76
1590453000;"2020/05/26 02:30:00";14.2;82
1590463800;"2020/05/26 05:30:00";12.3;86
1590474600;"2020/05/26 08:30:00";14.9;84
1590485400;"2020/05/26 11:30:00";20.7;66
1590496200;"2020/05/26 14:30:00";23.7;54
1590507000;"2020/05/26 17:30:00";23.8;50
1590517800;"2020/05/26 20:30:00";22;52
1590528600;"2020/05/26 23:30:00";17.8;67
1590539400;"2020/05/27 02:30:00";15.6;75
1590550200;"2020/05/27 05:30:00";13.9;79
1590561000;"2020/05/27 08:30:00";16;77
1590571800;"2020/05/27 11:30:00";21.2;61
1590582600;"2020/05/27 14:30:00";24.3;53
1590593400;"2020/05/27 17:30:00";24.4;51
1590604200;"2020/05/27 20:30:00";22.7;57
1590615000;"2020/05/27 23:30:00";18.8;69
1590625800;"2020/05/28 02:30:00";16.9;72
1590636600;"2020/05/28 05:30:00";14.8;72
1590647400;"2020/05/28 08:30:00";15.6;72
1590658200;"2020/05/28 11:30:00";20.2;67
1590669000;"2020/05/28 14:30:00";24;59
1590679800;"2020/05/28 17:30:00";24.1;52
1590690600;"2020/05/28 20:30:00";22.4;55
1590701400;"2020/05/28 23:30:00";18.7;65
1590712200;"2020/05/29 02:30:00";16;65
1590723000;"2020/05/29 05:30:00";13.6;69
1590733800;"2020/05/29 08:30:00";15.2;65
1590744600;"2020/05/29 11:30:00";20.9;52
1590755400;"2020/05/29 14:30:00";24;42
1590766200;"2020/05/29 17:30:00";23.4;40
1590777000;"2020/05/29 20:30:00";21.5;45
1590787800;"2020/05/29 23:30:00";17.5;58
1590798600;"2020/05/30 02:30:00";14.7;66
1590809400;"2020/05/30 05:30:00";11.6;76
1590820200;"2020/05/30 08:30:00";14.9;71
1590831000;"2020/05/30 11:30:00";21.4;54
1590841800;"2020/05/30 14:30:00";24.2;45
1590852600;"2020/05/30 17:30:00";23.9;42
1590863400;"2020/05/30 20:30:00";21.8;46
1590874200;"2020/05/30 23:30:00";18.2;57
1590885000;"2020/05/31 02:30:00";15.7;62
1590895800;"2020/05/31 05:30:00";13.6;67
1590906600;"2020/05/31 08:30:00";15.3;66
1590917400;"2020/05/31 11:30:00";20.7;52
1590928200;"2020/05/31 14:30:00";23.2;44
1590939000;"2020/05/31 17:30:00";23;44
1590949800;"2020/05/31 20:30:00";21;48
1590960600;"2020/05/31 23:30:00";17.8;57
1590971400;"2020/06/01 02:30:00";15.6;62
1590982200;"2020/06/01 05:30:00";13.7;68
1590993000;"2020/06/01 08:30:00";15.5;67
1591003800;"2020/06/01 11:30:00";21.8;56
1591014600;"2020/06/01 14:30:00";25.6;47
1591025400;"2020/06/01 17:30:00";25.7;46
1591036200;"2020/06/01 20:30:00";23.9;50
1591047000;"2020/06/01 23:30:00";19;62
1591057800;"2020/06/02 02:30:00";15.6;74
1591068600;"2020/06/02 05:30:00";13.9;79
1591079400;"2020/06/02 08:30:00";17.1;76
1591090200;"2020/06/02 11:30:00";23.7;61
1591101000;"2020/06/02 14:30:00";28;43
1591111800;"2020/06/02 17:30:00";28;39
1591122600;"2020/06/02 20:30:00";25.7;45
1591133400;"2020/06/02 23:30:00";20.3;65
1591144200;"2020/06/03 02:30:00";18.8;73
1591155000;"2020/06/03 05:30:00";17.1;80
1591165800;"2020/06/03 08:30:00";17.1;85
1591176600;"2020/06/03 11:30:00";19.3;87
1591187400;"2020/06/03 14:30:00";21.8;75
1591198200;"2020/06/03 17:30:00";21.2;77
1591209000;"2020/06/03 20:30:00";21.5;74
1591219800;"2020/06/03 23:30:00";18.7;79
1591230600;"2020/06/04 02:30:00";15.2;93
1591241400;"2020/06/04 05:30:00";13.8;98
1591252200;"2020/06/04 08:30:00";13.9;100
1591263000;"2020/06/04 11:30:00";13.6;100
1591273800;"2020/06/04 14:30:00";15.5;99
1591284600;"2020/06/04 17:30:00";16.3;90
1591295400;"2020/06/04 20:30:00";14.4;87
1591306200;"2020/06/04 23:30:00";13.7;89
1591317000;"2020/06/05 02:30:00";12.8;90
1591327800;"2020/06/05 05:30:00";12;92
1591338600;"2020/06/05 08:30:00";12.1;91
1591349400;"2020/06/05 11:30:00";13.1;95
1591360200;"2020/06/05 14:30:00";15.9;85
1591371000;"2020/06/05 17:30:00";16.6;80
1591381800;"2020/06/05 20:30:00";15.3;85
1591392600;"2020/06/05 23:30:00";13.8;98
1591403400;"2020/06/06 02:30:00";12.7;99
1592073000;"2020/06/13 20:30:00";18.3;80
1592083800;"2020/06/13 23:30:00";15.3;89
1592094600;"2020/06/14 02:30:00";13.4;92
1592105400;"2020/06/14 05:30:00";12.5;95
1592116200;"2020/06/14 08:30:00";14;95
1592127000;"2020/06/14 11:30:00";17.4;86
1592137800;"2020/06/14 14:30:00";21.2;70
1592148600;"2020/06/14 17:30:00";21.2;68
1592159400;"2020/06/14 20:30:00";19.2;74
1592170200;"2020/06/14 23:30:00";16.3;84
1592181000;"2020/06/15 02:30:00";13.9;90
1592191800;"2020/06/15 05:30:00";12.6;94
1592202600;"2020/06/15 08:30:00";14.3;94
1592213400;"2020/06/15 11:30:00";16.8;88
1592224200;"2020/06/15 14:30:00";20;80
1592235000;"2020/06/15 17:30:00";18.4;88
1592245800;"2020/06/15 20:30:00";17;91
1592256600;"2020/06/15 23:30:00";14.6;94
1592267400;"2020/06/16 02:30:00";13.7;97
1592278200;"2020/06/16 05:30:00";13.5;97
1592289000;"2020/06/16 08:30:00";14.6;97
1592299800;"2020/06/16 11:30:00";18;87
1592310600;"2020/06/16 14:30:00";20;81
1592321400;"2020/06/16 17:30:00";19.1;84
1592332200;"2020/06/16 20:30:00";17.7;82
1592343000;"2020/06/16 23:30:00";14.9;90
1592353800;"2020/06/17 02:30:00";13.8;95
1592364600;"2020/06/17 05:30:00";13.5;96
1592375400;"2020/06/17 08:30:00";14.2;96
1592386200;"2020/06/17 11:30:00";16.6;87
1592397000;"2020/06/17 14:30:00";18.5;80
1592407800;"2020/06/17 17:30:00";18.2;82
1592418600;"2020/06/17 20:30:00";17.6;80
1592429400;"2020/06/17 23:30:00";14.7;89
1592440200;"2020/06/18 02:30:00";13.5;93
1592451000;"2020/06/18 05:30:00";12.5;95
1592461800;"2020/06/18 08:30:00";13.7;96
1592472600;"2020/06/18 11:30:00";16.1;89
1592483400;"2020/06/18 14:30:00";19.5;76
1592494200;"2020/06/18 17:30:00";17.2;89
1592505000;"2020/06/18 20:30:00";15.2;100
1592515800;"2020/06/18 23:30:00";13.7;100
1592526600;"2020/06/19 02:30:00";13.2;100
1592537400;"2020/06/19 05:30:00";12.6;100
1592548200;"2020/06/19 08:30:00";13.7;100
1592559000;"2020/06/19 11:30:00";16.1;100
1592569800;"2020/06/19 14:30:00";17.9;99
1592580600;"2020/06/19 17:30:00";18.7;97
1592591400;"2020/06/19 20:30:00";18.2;84
1592602200;"2020/06/19 23:30:00";15.7;91
1592613000;"2020/06/20 02:30:00";14.3;94
1592623800;"2020/06/20 05:30:00";13.6;96
1592634600;"2020/06/20 08:30:00";14.9;96
1592645400;"2020/06/20 11:30:00";19.4;83
1592656200;"2020/06/20 14:30:00";22.5;67
1592667000;"2020/06/20 17:30:00";22.1;65
1592677800;"2020/06/20 20:30:00";21;66
1592688600;"2020/06/20 23:30:00";16.7;81
1592699400;"2020/06/21 02:30:00";14.1;89
1592710200;"2020/06/21 05:30:00";13.5;93
1592721000;"2020/06/21 08:30:00";15.3;93
1592731800;"2020/06/21 11:30:00";18.3;85
1592742600;"2020/06/21 14:30:00";19.7;83
1592753400;"2020/06/21 17:30:00";20.9;82
1592764200;"2020/06/21 20:30:00";20.1;86
1592775000;"2020/06/21 23:30:00";18.2;91
1592785800;"2020/06/22 02:30:00";17;93
1592796600;"2020/06/22 05:30:00";14.9;94
1592807400;"2020/06/22 08:30:00";15.8;88
1592818200;"2020/06/22 11:30:00";19.8;71
1592829000;"2020/06/22 14:30:00";23.1;60
1592839800;"2020/06/22 17:30:00";23.9;54
1592850600;"2020/06/22 20:30:00";22;58
1592861400;"2020/06/22 23:30:00";18.3;71
1592872200;"2020/06/23 02:30:00";14.9;80
1592883000;"2020/06/23 05:30:00";13.2;85
1592893800;"2020/06/23 08:30:00";16.4;84
1592904600;"2020/06/23 11:30:00";23.1;63
1592915400;"2020/06/23 14:30:00";27.3;51
1592926200;"2020/06/23 17:30:00";28.6;46
1592937000;"2020/06/23 20:30:00";26.6;49
1592947800;"2020/06/23 23:30:00";22.3;58
1592958600;"2020/06/24 02:30:00";19.8;68
1592969400;"2020/06/24 05:30:00";17.1;78
1592980200;"2020/06/24 08:30:00";19.7;76
1592991000;"2020/06/24 11:30:00";26.5;62
1593001800;"2020/06/24 14:30:00";31.4;47
1593012600;"2020/06/24 17:30:00";31.8;44
1593023400;"2020/06/24 20:30:00";29.7;48
1593034200;"2020/06/24 23:30:00";25.6;59
1593045000;"2020/06/25 02:30:00";22.7;66
1593055800;"2020/06/25 05:30:00";20.8;71
1593066600;"2020/06/25 08:30:00";22.1;73
1593077400;"2020/06/25 11:30:00";28.6;63
1593088200;"2020/06/25 14:30:00";32.4;52
1593099000;"2020/06/25 17:30:00";32.7;49
1593109800;"2020/06/25 20:30:00";30.7;55
1593120600;"2020/06/25 23:30:00";25.7;70
1593131400;"2020/06/26 02:30:00";23.4;75
1593142200;"2020/06/26 05:30:00";21.7;82
1593153000;"2020/06/26 08:30:00";20.6;94
1593163800;"2020/06/26 11:30:00";23.3;89
1593174600;"2020/06/26 14:30:00";28.4;68
1593185400;"2020/06/26 17:30:00";29.3;60
1593196200;"2020/06/26 20:30:00";27.4;64
1593207000;"2020/06/26 23:30:00";23.1;77
1593217800;"2020/06/27 02:30:00";21;81
1593228600;"2020/06/27 05:30:00";19.4;83
1593239400;"2020/06/27 08:30:00";19;82
1593250200;"2020/06/27 11:30:00";21.3;76
1593261000;"2020/06/27 14:30:00";22.9;71
1593271800;"2020/06/27 17:30:00";23.4;71
1593282600;"2020/06/27 20:30:00";22;78
1593293400;"2020/06/27 23:30:00";19.9;82
1593304200;"2020/06/28 02:30:00";18.1;78
1593315000;"2020/06/28 05:30:00";16.8;81
1593325800;"2020/06/28 08:30:00";16.8;84
1593336600;"2020/06/28 11:30:00";17.3;85
1593347400;"2020/06/28 14:30:00";17.7;85
1593358200;"2020/06/28 17:30:00";18.9;83
1593369000;"2020/06/28 20:30:00";18.6;82
1593379800;"2020/06/28 23:30:00";17;89
1593390600;"2020/06/29 02:30:00";16.3;93
1593401400;"2020/06/29 05:30:00";16.4;95
1593412200;"2020/06/29 08:30:00";16;87
1593423000;"2020/06/29 11:30:00";18.6;69
1593433800;"2020/06/29 14:30:00";20.9;58
1593444600;"2020/06/29 17:30:00";21.6;55
1593455400;"2020/06/29 20:30:00";19.7;59
1593466200;"2020/06/29 23:30:00";17.1;70
1593477000;"2020/06/30 02:30:00";16.7;72
1593487800;"2020/06/30 05:30:00";15.8;75
1593498600;"2020/06/30 08:30:00";16.4;79
1593509400;"2020/06/30 11:30:00";19;72
1593520200;"2020/06/30 14:30:00";20.7;72
1593531000;"2020/06/30 17:30:00";21.2;73
1593541800;"2020/06/30 20:30:00";20.5;76
1593552600;"2020/06/30 23:30:00";19.5;80
1593563400;"2020/07/01 02:30:00";19.2;83
1593574200;"2020/07/01 05:30:00";18.7;86
1593585000;"2020/07/01 08:30:00";19.4;86
1593595800;"2020/07/01 11:30:00";21.6;77
1593606600;"2020/07/01 14:30:00";22.7;73
1593617400;"2020/07/01 17:30:00";23.5;71
1593628200;"2020/07/01 20:30:00";20.5;87
1593639000;"2020/07/01 23:30:00";19;88
1593649800;"2020/07/02 02:30:00";17.7;84
1593660600;"2020/07/02 05:30:00";16.9;86
1593671400;"2020/07/02 08:30:00";17.5;86
1593682200;"2020/07/02 11:30:00";18.2;78
1593693000;"2020/07/02 14:30:00";20.5;66
1593703800;"2020/07/02 17:30:00";21.1;60
1593714600;"2020/07/02 20:30:00";20.1;62
1593725400;"2020/07/02 23:30:00";18.6;67
1593736200;"2020/07/03 02:30:00";17.2;72
1593747000;"2020/07/03 05:30:00";16.2;79
1593757800;"2020/07/03 08:30:00";16.8;77
1593768600;"2020/07/03 11:30:00";19.9;65
1593779400;"2020/07/03 14:30:00";22.1;58
1593790200;"2020/07/03 17:30:00";22.4;56
1593801000;"2020/07/03 20:30:00";21.2;56
1593811800;"2020/07/03 23:30:00";17.1;68
1593822600;"2020/07/04 02:30:00";15;78
1593833400;"2020/07/04 05:30:00";14.1;84
1593844200;"2020/07/04 08:30:00";15.2;85
1593855000;"2020/07/04 11:30:00";20.2;72
1593865800;"2020/07/04 14:30:00";22.5;68
1593876600;"2020/07/04 17:30:00";22.6;70
1593887400;"2020/07/04 20:30:00";22;74
1593898200;"2020/07/04 23:30:00";20.7;79
1593909000;"2020/07/05 02:30:00";19.5;85
1593919800;"2020/07/05 05:30:00";18.4;92
1593930600;"2020/07/05 08:30:00";18.7;95
1593941400;"2020/07/05 11:30:00";20.6;92
1593952200;"2020/07/05 14:30:00";24.3;76
1593963000;"2020/07/05 17:30:00";26.2;66
1593973800;"2020/07/05 20:30:00";24.4;70
1593984600;"2020/07/05 23:30:00";21.5;78
1593995400;"2020/07/06 02:30:00";18.4;72
1594006200;"2020/07/06 05:30:00";15.3;74
1594017000;"2020/07/06 08:30:00";15.3;77
1594027800;"2020/07/06 11:30:00";18.1;65
1594038600;"2020/07/06 14:30:00";21.9;53
1594049400;"2020/07/06 17:30:00";21.8;49
1594060200;"2020/07/06 20:30:00";20.8;48
1594071000;"2020/07/06 23:30:00";17;57
1594081800;"2020/07/07 02:30:00";13.8;69
1594092600;"2020/07/07 05:30:00";11.1;78
1594103400;"2020/07/07 08:30:00";13.3;80
1594114200;"2020/07/07 11:30:00";19.4;62
1594125000;"2020/07/07 14:30:00";23.2;51
1594135800;"2020/07/07 17:30:00";24;46
1594146600;"2020/07/07 20:30:00";22.7;49
1594157400;"2020/07/07 23:30:00";18.6;62
1594168200;"2020/07/08 02:30:00";15.7;71
1594179000;"2020/07/08 05:30:00";13.4;78
1594189800;"2020/07/08 08:30:00";15.7;79
1594200600;"2020/07/08 11:30:00";22;54
1594211400;"2020/07/08 14:30:00";26.5;47
1594222200;"2020/07/08 17:30:00";27.9;49
1594233000;"2020/07/08 20:30:00";26.2;54
1594243800;"2020/07/08 23:30:00";22.1;65
1594254600;"2020/07/09 02:30:00";18.5;76
1594265400;"2020/07/09 05:30:00";16.3;83
1594276200;"2020/07/09 08:30:00";19;83
1594287000;"2020/07/09 11:30:00";26.3;61
1594297800;"2020/07/09 14:30:00";30.6;49
1594308600;"2020/07/09 17:30:00";31.2;45
1594319400;"2020/07/09 20:30:00";28.9;50
1594330200;"2020/07/09 23:30:00";25;58
1594341000;"2020/07/10 02:30:00";21.8;65
1594351800;"2020/07/10 05:30:00";19.5;77
1594362600;"2020/07/10 08:30:00";19.2;81
1594373400;"2020/07/10 11:30:00";20.7;74
1594384200;"2020/07/10 14:30:00";21.8;68
1594395000;"2020/07/10 17:30:00";21.5;61
1594405800;"2020/07/10 20:30:00";21.4;52
1594416600;"2020/07/10 23:30:00";18.1;57
1594427400;"2020/07/11 02:30:00";15;65
1594438200;"2020/07/11 05:30:00";12.5;73
1594449000;"2020/07/11 08:30:00";14.2;75
1594459800;"2020/07/11 11:30:00";19.5;60
1594470600;"2020/07/11 14:30:00";23.3;48
1594481400;"2020/07/11 17:30:00";23.6;43
1594492200;"2020/07/11 20:30:00";22;45
1594503000;"2020/07/11 23:30:00";17.7;57
1594513800;"2020/07/12 02:30:00";15.7;63
1594524600;"2020/07/12 05:30:00";13.9;69
1594535400;"2020/07/12 08:30:00";15.3;71
1594546200;"2020/07/12 11:30:00";21.2;56
1594557000;"2020/07/12 14:30:00";25.3;44
1594567800;"2020/07/12 17:30:00";25.9;40
1594578600;"2020/07/12 20:30:00";24.1;42
1594589400;"2020/07/12 23:30:00";20.6;51
1594600200;"2020/07/13 02:30:00";18.3;58
1594611000;"2020/07/13 05:30:00";15.7;67
1594621800;"2020/07/13 08:30:00";17.2;67
1594632600;"2020/07/13 11:30:00";22.4;54
1594643400;"2020/07/13 14:30:00";26.8;42
1594654200;"2020/07/13 17:30:00";26.9;39
1594665000;"2020/07/13 20:30:00";24.9;41
1594675800;"2020/07/13 23:30:00";21.5;48
1594686600;"2020/07/14 02:30:00";18.7;57
1594697400;"2020/07/14 05:30:00";15.7;66
1594708200;"2020/07/14 08:30:00";17.1;66
1594719000;"2020/07/14 11:30:00";21.9;52
1594729800;"2020/07/14 14:30:00";25.6;45
1594740600;"2020/07/14 17:30:00";24.4;57
1594751400;"2020/07/14 20:30:00";21.5;73
1594762200;"2020/07/14 23:30:00";18.3;93
1594773000;"2020/07/15 02:30:00";17.4;100
1594783800;"2020/07/15 05:30:00";16.7;100
1594794600;"2020/07/15 08:30:00";16;100
1594805400;"2020/07/15 11:30:00";16.6;100
1594816200;"2020/07/15 14:30:00";18.2;100
1594827000;"2020/07/15 17:30:00";20.6;99
1594837800;"2020/07/15 20:30:00";19.9;75
1594848600;"2020/07/15 23:30:00";18.7;76
1594859400;"2020/07/16 02:30:00";17.6;84
1594870200;"2020/07/16 05:30:00";17.1;87
1594881000;"2020/07/16 08:30:00";16.9;87
1594891800;"2020/07/16 11:30:00";18;83
1594902600;"2020/07/16 14:30:00";19;78
1594913400;"2020/07/16 17:30:00";19.6;77
1594924200;"2020/07/16 20:30:00";19.3;80
1594935000;"2020/07/16 23:30:00";18.5;86
1594945800;"2020/07/17 02:30:00";18;83
1594956600;"2020/07/17 05:30:00";17.1;84
1594967400;"2020/07/17 08:30:00";17.4;86
1594978200;"2020/07/17 11:30:00";19.9;77
1594989000;"2020/07/17 14:30:00";22.4;68
1594999800;"2020/07/17 17:30:00";23.6;63
1595010600;"2020/07/17 20:30:00";22.8;63
1595021400;"2020/07/17 23:30:00";18.6;77
1595032200;"2020/07/18 02:30:00";16;85
1595043000;"2020/07/18 05:30:00";14.1;88
1595053800;"2020/07/18 08:30:00";16.4;89
1595064600;"2020/07/18 11:30:00";23.3;71
1595075400;"2020/07/18 14:30:00";27.4;55
1595086200;"2020/07/18 17:30:00";28.1;47
1595097000;"2020/07/18 20:30:00";26.6;48
1595107800;"2020/07/18 23:30:00";21.3;63
1595118600;"2020/07/19 02:30:00";18;71
1595129400;"2020/07/19 05:30:00";16.9;78
1595140200;"2020/07/19 08:30:00";18.1;79
1595151000;"2020/07/19 11:30:00";25.1;61
1595161800;"2020/07/19 14:30:00";29.5;46
1595172600;"2020/07/19 17:30:00";30.5;39
1595183400;"2020/07/19 20:30:00";28.1;42
1595194200;"2020/07/19 23:30:00";23.7;54
1595205000;"2020/07/20 02:30:00";20.7;68
1595215800;"2020/07/20 05:30:00";18.1;76
1595226600;"2020/07/20 08:30:00";18.6;81
